target_id	length	eff_length	est_counts	tpm
AT3G51750.2	560	364.927	0	0
AT1G07010.1	1622	1426.73	34.1156	5.3007
AT1G07010.2	1556	1360.73	22.8844	3.72811
AT1G07010.3	1542	1346.73	0	0
AT1G32080.1	2009	1813.73	245	29.9444
AT1G16710.5	6346	6150.73	0	0
AT1G16710.7	5822	5626.73	0	0
AT1G16710.1	6018	5822.73	95	3.61675
AT1G16710.4	6502	6306.73	0	0
AT1G16710.8	6455	6259.73	0	0
AT1G16710.10	6023	5827.73	0	0
AT1G16710.6	6107	5911.73	2.49099e-05	9.34067e-07
AT1G16710.3	6619	6423.73	0	0
AT1G16710.9	6549	6353.73	0	0
AT1G16710.2	5783	5587.73	0	0
AT1G07590.1	2407	2211.73	3393.87	340.161
AT5G49170.1	1172	976.728	37	8.39748
AT2G40240.1	1614	1418.73	4	0.625003
AT4G30380.2	537	341.998	0	0
AT4G30380.1	486	291.434	1	0.760644
AT2G20619.1	201	43.6127	0	0
AT3G05830.2	1420	1224.73	0	0
AT3G05830.1	1358	1162.73	21	4.00371
AT3G05830.3	1524	1328.73	0	0
AT5G11430.6	3634	3438.73	0	0
AT5G11430.2	2601	2405.73	23.9601	2.20782
AT5G11430.4	2791	2595.73	0	0
AT5G11430.3	3322	3126.73	0	0
AT5G11430.5	2373	2177.73	15.8942	1.61792
AT5G11430.1	3147	2951.73	59.1457	4.44189
AT1G20530.1	2269	2073.73	11	1.17588
AT4G23170.1	1824	1628.73	40	5.44418
AT1G44780.2	1644	1448.73	18.5989	2.84591
AT1G44780.1	1647	1451.73	18.4011	2.80983
AT1G60880.1	606	410.771	0	0
AT1G06160.1	1086	890.728	38	9.45713
AT3G07260.1	1204	1008.73	0	0
AT1G21090.1	1404	1208.73	66.0879	12.1203
AT1G21090.2	1416	1220.73	6.9121	1.2552
AT1G76730.1	1500	1304.73	260	44.1748
AT1G03970.1	1190	994.728	130	28.9708
AT5G19160.1	2182	1986.73	11	1.22737
AT5G19160.2	2242	2046.73	0	0
AT3G49744.1	174	28.5047	0	0
AT5G28820.1	519	324.098	0	0
AT4G12530.1	730	534.728	0	0
AT4G20050.1	1924	1728.73	0	0
AT4G20050.5	1742	1546.73	0	0
AT4G20050.3	1800	1604.73	0	0
AT4G20050.2	1873	1677.73	4	0.528518
AT4G20050.6	1732	1536.73	0	0
AT4G20050.7	1707	1511.73	0	0
AT4G20050.4	1981	1785.73	0	0
AT5G53810.1	1574	1378.73	7	1.12549
AT2G28690.1	1117	921.728	18	4.32903
AT5G01530.1	1396	1200.73	18004	3323.88
AT3G62800.3	1283	1087.73	0	0
AT3G62800.1	1368	1172.73	33.0346	6.24443
AT3G62800.2	1297	1101.73	51.9654	10.4559
ATCG00900.1	468	273.546	315.5	255.676
AT3G11385.1	2459	2263.73	1	0.0979258
AT5G07010.1	1779	1583.73	233	32.6134
AT3G63040.1	654	458.728	0	0
AT2G26570.2	2921	2725.73	0.00365847	0.000297535
AT2G26570.1	2941	2745.73	176.996	14.2899
AT3G05560.2	756	560.728	0	0
AT3G05560.3	841	645.728	0	0
AT3G05560.1	840	644.728	532	182.918
AT5G12080.3	2694	2498.73	7.49445	0.664878
AT5G12080.2	2805	2609.73	0	0
AT5G12080.1	2754	2558.73	42.5056	3.6825
AT1G50870.1	1191	995.728	0	0
AT2G20610.2	1748	1552.73	21.8709	3.12242
AT2G20610.1	1794	1598.73	255.129	35.3758
AT5G02940.2	2792	2596.73	14.2585	1.21722
AT5G02940.1	2920	2724.73	173.742	14.1352
AT1G68430.1	945	749.728	8	2.36541
AT1G66550.2	856	660.728	0	0
AT1G66550.1	765	569.728	0	0
AT1G09380.1	1641	1445.73	2	0.306665
AT3G48840.1	757	561.728	0	0
AT3G48840.2	667	471.728	0	0
AT5G61800.1	1629	1433.73	13	2.01001
AT5G01445.1	589	393.81	11	6.19194
AT4G35500.1	1975	1779.73	5.28109	0.657796
AT4G35500.2	1638	1442.73	27.7189	4.25905
AT1G80310.1	1937	1741.73	155	19.7275
AT2G39400.2	1307	1111.73	17.8696	3.56318
AT2G39400.1	1394	1198.73	197.13	36.4547
AT4G04990.1	1217	1021.73	21	4.55622
AT3G60530.1	1465	1269.73	584	101.958
AT2G46180.1	2540	2344.73	93	8.79249
AT2G22270.1	1398	1202.73	26.8466	4.94815
AT2G22270.2	1174	978.728	44.1534	10.0005
AT2G43660.1	471	276.519	0	0
AT2G43660.2	597	401.771	3	1.65525
AT1G03910.2	2466	2270.73	1.22949e-08	1.20027e-09
AT1G03910.1	2565	2369.73	207	19.3639
AT1G77590.1	2692	2496.73	195	17.3135
AT1G77590.2	2669	2473.73	4.23848e-06	3.79821e-07
AT1G79020.1	2134	1938.73	85	9.71904
AT5G24420.1	1321	1125.73	11	2.16611
AT5G39490.1	1701	1505.73	0	0
AT3G26922.2	1894	1698.73	0	0
AT3G26922.1	1793	1597.73	0	0
AT3G26922.4	1661	1465.73	0	0
AT3G26922.5	1642	1446.73	15.9279	2.44058
AT3G26922.3	1711	1515.73	0	0
AT3G50450.1	926	730.728	1	0.303365
AT3G17160.1	882	686.728	171	55.1991
AT1G34315.1	819	623.728	20	7.10814
AT5G08580.2	1818	1622.73	0	0
AT5G08580.1	1736	1540.73	95	13.6684
AT2G28360.1	3032	2836.73	109	8.51785
AT4G25000.1	1606	1410.73	6	0.942821
AT5G27410.4	1734	1538.73	83.9062	12.088
AT5G27410.1	2156	1960.73	24.6597	2.78799
AT5G27410.3	2229	2033.73	27.4341	2.99033
AT5G27410.2	3153	2957.73	0	0
AT5G65200.1	1982	1786.73	30	3.72206
AT5G23535.1	1015	819.728	109	29.4766
AT5G23535.2	830	634.728	3.06782e-07	1.07143e-07
AT1G05230.1	3520	3324.73	9.82174	0.654867
AT1G05230.5	3644	3448.73	0	0
AT1G05230.12	2134	1938.73	0	0
AT1G05230.6	3553	3357.73	0	0
AT1G05230.2	2983	2787.73	1.6093	0.12797
AT1G05230.11	2424	2228.73	0	0
AT1G05230.3	2678	2482.73	8.86922	0.791913
AT1G05230.7	3526	3330.73	0	0
AT1G05230.10	2557	2361.73	0	0
AT1G05230.9	3140	2944.73	0	0
AT1G05230.4	2974	2778.73	40.6997	3.24688
AT1G05230.8	3231	3035.73	0	0
AT1G79830.1	3669	3473.73	0	0
AT1G79830.3	3588	3392.73	157.294	10.2774
AT1G79830.2	3278	3082.73	360.345	25.9122
AT1G79830.4	3547	3351.73	0	0
AT1G79830.5	3718	3522.73	4.36135	0.27445
AT5G09480.1	840	644.728	100	34.3831
AT5G56480.1	409	216.191	0	0
AT5G60820.1	1648	1452.73	34	5.18819
AT5G55820.7	5630	5434.73	0	0
AT5G55820.5	5831	5635.73	0	0
AT5G55820.8	5630	5434.73	2.57813	0.10516
AT5G55820.10	5271	5075.73	0	0
AT5G55820.4	5292	5096.73	0	0
AT5G55820.9	5896	5700.73	21.4219	0.833006
AT5G55820.2	5622	5426.73	0	0
AT5G55820.11	5449	5253.73	0	0
AT5G55820.3	5610	5414.73	0	0
AT5G55820.6	5642	5446.73	0	0
AT5G55820.1	5481	5285.73	0	0
AT5G44950.1	1317	1121.73	0	0
AT4G31140.1	2171	1975.73	80	8.97602
AT4G35910.1	2164	1968.73	34	3.82837
AT3G56220.2	541	345.998	0	0
AT3G56220.1	905	709.728	6	1.87405
AT2G19970.1	926	730.728	27	8.19085
AT5G54520.1	1864	1668.73	43	5.71221
AT2G04032.1	1403	1207.73	0	0
AT5G03455.1	704	508.728	306	133.339
AT5G03455.2	1006	810.728	0	0
AT1G48140.2	563	367.927	0	0
AT1G48140.1	743	547.728	75	30.3541
AT4G15050.1	1191	995.728	0	0
ATCG00420.1	477	282.462	119	93.3915
AT5G30360.1	420	226.746	0	0
AT2G32600.1	1301	1105.73	183	36.688
AT2G41010.1	1250	1054.73	31	6.51542
AT5G07170.2	1274	1078.73	0	0
AT5G07170.1	1612	1416.73	1	0.156471
AT5G32670.1	700	504.728	0	0
AT1G60250.1	756	560.728	0	0
AT4G09012.1	1175	979.728	14	3.1677
AT3G26355.1	64	24.5	0	0
AT5G02710.1	1195	999.728	171.319	37.988
AT5G02710.2	1778	1582.73	11.1881	1.56701
AT5G02710.3	1348	1152.73	10.4924	2.01776
AT4G10110.1	836	640.728	104	35.9816
AT5G13900.1	754	558.728	2	0.793506
AT5G16380.1	1108	912.728	45	10.9293
AT5G40630.1	937	741.728	3	0.896598
AT1G55670.1	780	584.728	8490.52	3218.86
AT5G66940.1	897	701.728	2	0.631804
AT3G06520.1	1598	1402.73	6	0.948198
AT3G06520.2	1668	1472.73	0	0
AT3G52870.1	1811	1615.73	251	34.4371
AT3G02900.2	759	563.728	0.00126761	0.000498466
AT3G02900.1	852	656.728	180.999	61.0957
AT1G31520.1	399	206.701	0	0
AT5G57660.1	1564	1368.73	1284	207.955
AT3G09110.1	1666	1470.73	0	0
AT4G23690.1	1139	943.728	125	29.3619
AT1G05035.1	363	172.735	18	23.1001
AT5G45700.1	1180	984.728	15	3.37673
AT5G40410.1	1981	1785.73	1	0.124138
AT3G06580.1	2012	1816.73	232	28.3087
AT3G14920.1	2536	2340.73	173	16.3839
AT1G77610.1	1617	1421.73	166	25.8829
AT1G19170.1	1827	1631.73	43	5.84173
AT2G20740.1	1179	983.728	137.077	30.8895
AT2G20740.2	935	739.728	31.5903	9.46678
AT2G20740.3	815	619.728	18.3328	6.55766
AT3G26940.1	1793	1597.73	0	0
AT4G27150.1	735	539.728	0	0
AT2G26000.1	1672	1476.73	0	0
AT2G26000.2	1892	1696.73	42	5.48729
AT2G26000.3	2370	2174.73	0	0
AT5G38743.1	183	33.1011	0	0
AT4G15210.4	2461	2265.73	0	0
AT4G15210.1	2066	1870.73	3	0.355494
AT4G15210.3	2291	2095.73	0	0
AT4G15210.2	1890	1694.73	0	0
AT1G29070.1	819	623.728	1418	503.967
AT4G27570.1	1655	1459.73	0	0
AT5G65560.3	3618	3422.73	0	0
AT5G65560.2	3697	3501.73	0	0
AT5G65560.1	3623	3427.73	20	1.29344
AT1G04170.1	1860	1664.73	385	51.2671
AT1G04170.2	2026	1830.73	0	0
ATCG00905.1	258	82.6311	485.5	1302.47
AT1G29250.1	795	599.728	149	55.0748
AT3G51050.1	2543	2347.73	229	21.6226
AT5G23060.2	1608	1412.73	55.5955	8.72373
AT5G23060.1	1529	1333.73	1104.4	183.562
AT4G14770.2	3098	2902.73	0	0
AT4G14770.1	3064	2868.73	85.8124	6.63104
AT4G14770.3	3072	2876.73	26.5649	2.04706
AT3G44140.1	216	52.8122	0	0
AT1G14630.2	1186	990.728	0	0
AT1G14630.1	1020	824.728	14	3.76304
AT3G21480.1	3503	3307.73	38	2.54668
AT3G58760.4	1979	1783.73	0	0
AT3G58760.5	1946	1750.73	0	0
AT3G58760.2	2050	1854.73	0	0
AT3G58760.6	1827	1631.73	19.124	2.59808
AT3G58760.3	2017	1821.73	0	0
AT3G58760.1	1839	1643.73	85.876	11.5814
AT2G03390.1	1459	1263.73	30.9119	5.42243
AT2G03390.6	1475	1279.73	5.00697	0.867318
AT2G03390.3	1546	1350.73	13.4698	2.21062
AT2G03390.2	1210	1014.73	215.967	47.1801
AT2G03390.7	1166	970.728	0	0
AT2G03390.4	1497	1301.73	0	0
AT2G03390.5	1476	1280.73	33.6442	5.82338
AT2G23093.2	1653	1457.73	0.0478525	0.00727695
AT2G23093.1	1834	1638.73	8.95215	1.21099
AT1G62600.1	1548	1352.73	64.9784	10.6483
AT1G62600.2	1253	1057.73	11.0216	2.30988
AT3G54925.1	546	350.998	0	0
AT4G29550.3	1296	1100.73	0	0
AT4G29550.1	1236	1040.73	0	0
AT4G29550.2	1382	1186.73	0	0
AT5G02280.1	661	465.728	32	15.2314
AT2G36080.2	1783	1587.73	0	0
AT2G36080.4	1695	1499.73	2.67695	0.395685
AT2G36080.1	1311	1115.73	85.0295	16.894
AT2G36080.3	2143	1947.73	7.29357	0.830104
AT5G40830.2	1808	1612.73	0	0
AT5G40830.3	1497	1301.73	7.08654	1.2068
AT5G40830.1	1706	1510.73	28.9135	4.24263
AT3G58110.1	2818	2622.73	170.477	14.409
AT3G58110.2	2618	2422.73	42.5227	3.89078
AT2G46900.1	2280	2084.73	244	25.9455
AT3G13440.2	1065	869.728	22.8797	5.8316
AT3G13440.1	2047	1851.73	105.598	12.6415
AT3G13440.3	969	773.728	8.52276	2.44182
AT5G08370.1	1572	1376.73	31.1058	5.00858
AT5G08370.2	1459	1263.73	63.8942	11.208
AT5G02720.1	729	533.728	0	0
AT5G02720.2	987	791.728	0	0
AT3G44750.2	1057	861.728	118.582	30.505
AT3G44750.1	1418	1222.73	152.418	27.6329
AT4G13020.7	2169	1973.73	3.62637	0.407292
AT4G13020.8	1927	1731.73	0	0
AT4G13020.1	2261	2065.73	0	0
AT4G13020.2	1864	1668.73	156.319	20.7658
AT4G13020.4	2094	1898.73	0	0
AT4G13020.6	2169	1973.73	13.6861	1.53714
AT4G13020.5	1887	1691.73	41.3683	5.42073
AT4G13020.3	1867	1671.73	0	0
AT1G23530.1	1139	943.728	25	5.87238
AT4G28710.1	5230	5034.73	151	6.64848
AT1G30795.1	713	517.728	0	0
AT3G30841.2	1817	1621.73	0	0
AT3G30841.1	1760	1564.73	37	5.24184
AT2G03667.2	2158	1962.73	0	0
AT2G03667.1	2081	1885.73	29	3.4091
AT1G34770.3	1075	879.728	10.2052	2.57154
AT1G34770.6	687	491.728	0	0
AT1G34770.2	1103	907.728	2.44473	0.59703
AT1G34770.4	940	744.728	0	0
AT1G34770.5	744	548.728	0	0
AT1G34770.1	1029	833.728	4.35009	1.15663
AT3G43240.1	2952	2756.73	127	10.2125
AT1G79620.2	3366	3170.73	0	0
AT1G79620.3	3364	3168.73	1.08198e-07	7.56932e-09
AT1G79620.5	3284	3088.73	2.90691	0.208628
AT1G79620.4	3380	3184.73	14.6543	1.02003
AT1G79620.1	3305	3109.73	15.4388	1.10056
AT2G24820.1	1825	1629.73	210	28.5644
AT4G33620.1	2526	2330.73	23	2.18755
AT5G49310.1	1786	1590.73	0	0
AT1G29810.1	948	752.728	44.1645	13.0064
AT1G29810.2	590	394.81	6.83545	3.83796
AT4G28930.1	528	333.032	1	0.665633
AT1G17470.2	1522	1326.73	50.1891	8.38588
AT1G17470.1	1602	1406.73	386.811	60.9551
AT1G34380.1	1380	1184.73	0	0
AT1G34380.3	1048	852.728	0	0
AT1G34380.2	1277	1081.73	31	6.35279
AT5G36240.1	765	569.728	0	0
AT2G20120.1	1259	1063.73	0	0
AT2G20120.2	1203	1007.73	324.584	71.4012
AT5G47670.3	1182	986.728	0	0
AT5G47670.1	1053	857.728	1	0.258447
AT5G47670.2	1087	891.728	0	0
AT5G04070.1	1501	1305.73	35	5.94205
AT2G30690.2	2997	2801.73	0	0
AT2G30690.1	2896	2700.73	3	0.246242
AT1G11785.1	643	447.728	1	0.495116
AT1G27580.1	1221	1025.73	71.1304	15.3725
AT2G43850.1	1973	1777.73	32.7848	4.08816
AT2G43850.3	1703	1507.73	4.97125	0.730909
AT2G43850.2	1835	1639.73	21.244	2.872
AT4G18130.1	3912	3716.73	140	8.35004
AT1G23870.1	2973	2777.73	306	24.4204
AT3G49560.1	1227	1031.73	372	79.928
AT5G36490.1	357	167.236	0	0
AT5G46030.2	926	730.728	0	0
AT5G46030.1	886	690.728	254.537	81.6893
AT5G46030.3	915	719.728	2.46292	0.758583
AT5G09650.1	1181	985.728	597	134.257
AT2G43000.1	1040	844.728	10.1777	2.67087
AT2G43000.2	1375	1179.73	2.82233	0.530331
AT1G52040.1	1751	1555.73	7	0.997437
AT3G05858.1	629	433.728	7	3.57768
AT5G60860.1	1046	850.728	154	40.1283
AT5G54035.1	258	82.6311	0	0
AT1G07901.1	153	18.5532	0	0
AT4G10220.1	1203	1007.73	0	0
AT3G23790.1	2716	2520.73	151	13.2792
AT4G02075.2	1476	1280.73	5.90051	1.0213
AT4G02075.3	1357	1161.73	4.1534	0.792539
AT4G02075.1	973	777.728	28.9461	8.25055
AT5G36190.1	438	244.298	0	0
AT1G52650.1	1398	1202.73	0	0
AT1G26750.1	809	613.728	143	51.6513
AT5G14980.1	984	788.728	0	0
AT5G50150.1	1846	1650.73	126	16.9206
AT2G15020.1	2088	1892.73	0	0
AT3G45070.3	1093	897.728	0	0
AT3G45070.2	1211	1015.73	6.98046	1.52345
AT3G45070.1	1067	871.728	0.019539	0.00496869
AT4G22590.1	1763	1567.73	60	8.48402
AT5G30490.3	984	788.728	80.3989	22.5966
AT5G30490.2	1163	967.728	0	0
AT5G30490.1	1252	1056.73	27.6011	5.79008
AT5G22670.1	1332	1136.73	0	0
AT4G35060.1	1123	927.728	11	2.62841
AT1G11480.2	2175	1979.73	139.791	15.6529
AT1G11480.1	2312	2116.73	247.209	25.8893
AT3G49030.1	1332	1136.73	0	0
AT3G49030.2	1483	1287.73	0	0
AT1G12300.1	3238	3042.73	8	0.582838
AT5G47930.1	718	522.728	784	332.477
AT1G61093.1	731	535.728	0	0
AT2G37970.1	836	640.728	29	10.0333
AT3G02420.2	1674	1478.73	0	0
AT3G02420.1	1534	1338.73	129	21.3608
AT1G58190.2	3294	3098.73	8.2299	0.588752
AT1G58190.4	2864	2668.73	0	0
AT1G58190.3	3241	3045.73	0	0
AT1G58190.1	3168	2972.73	10.7701	0.80313
AT1G09860.1	1396	1200.73	0	0
AT1G13280.1	1343	1147.73	157	30.3237
AT5G15300.1	1957	1761.73	7	0.880806
AT4G34131.1	1762	1566.73	19	2.68832
AT2G02130.1	707	511.728	595	257.75
AT5G03435.2	2496	2300.73	4	0.385404
AT5G03435.1	2369	2173.73	0	0
AT3G18830.1	1997	1801.73	385	47.3688
AT2G03570.1	270	92.0391	0	0
AT4G21670.1	3900	3704.73	72	4.30821
AT1G02230.1	1436	1240.73	0	0
AT5G20140.1	1363	1167.73	101.592	19.2858
AT5G20140.2	1416	1220.73	10.4083	1.89009
AT1G11630.1	1712	1516.73	26	3.80003
AT4G19440.1	3531	3335.73	0	0
AT4G19440.3	3555	3359.73	15.3028	1.00969
AT4G19440.2	3371	3175.73	0	0
AT4G19440.4	3552	3356.73	7.69717	0.508319
AT3G51890.1	1210	1014.73	88	19.2245
AT1G44085.1	273	94.5251	0	0
AT1G07390.1	3267	3071.73	0	0
AT1G07390.4	3615	3419.73	0	0
AT1G07390.3	3418	3222.73	0	0
AT1G07390.5	3451	3255.73	0	0
AT1G07390.2	3304	3108.73	12	0.855696
AT1G13607.1	452	258.021	0	0
AT1G08580.1	855	659.728	132	44.3537
AT2G25125.1	225	58.8598	0.513109	1.93247
AT1G59750.2	2472	2276.73	91.6247	8.92119
AT1G59750.3	2353	2157.73	163.056	16.7518
AT1G59750.1	2545	2349.73	0	0
AT1G59750.4	2558	2362.73	35.319	3.31372
AT3G25950.1	1170	974.728	2	0.454849
AT5G22145.1	411	218.169	2.74364	2.78776
AT1G70209.1	144	14.8527	0	0
AT1G63660.1	2136	1940.73	114	13.0215
AT1G63660.2	1983	1787.73	0	0
AT2G21660.1	1165	969.728	6138.59	1403.27
AT2G21660.2	785	589.728	14416.4	5419.09
AT1G15320.2	1127	931.728	0	0
AT1G15320.1	1450	1254.73	0	0
AT1G79310.1	1675	1479.73	34	5.09352
AT5G42980.1	1035	839.728	3194.91	843.414
AT1G70750.1	3211	3015.73	43	3.1608
AT5G35840.1	3802	3606.73	126	7.74423
AT2G45210.1	1177	981.728	48	10.8385
AT1G29390.1	1049	853.728	332.601	86.3624
AT1G29390.2	1103	907.728	3.39914	0.830107
AT4G16460.2	1242	1046.73	0	0
AT4G16460.3	1168	972.728	0	0
AT4G16460.1	1153	957.728	0	0
AT5G50210.1	2691	2495.73	89	7.90522
AT1G17870.1	1856	1660.73	17	2.26919
AT5G38360.2	1459	1263.73	0	0
AT5G38360.1	1083	887.728	50.1951	12.5344
AT5G38360.3	1372	1176.73	22.8049	4.29608
AT1G15020.1	2139	1943.73	0	0
AT1G15020.2	2329	2133.73	74	7.68801
AT1G15020.3	2244	2048.73	0	0
AT1G23090.4	2538	2342.73	0	0
AT1G23090.1	2489	2293.73	123.51	11.9367
AT1G23090.3	2605	2409.73	0	0
AT1G23090.2	2690	2494.73	8.48964	0.754375
AT4G01790.1	680	484.728	26	11.8904
AT4G38190.1	3749	3553.73	0	0
AT1G72810.1	2515	2319.73	91.8869	8.78087
AT5G45573.1	588	392.81	0	0
AT2G01755.1	588	392.81	9.3357	5.26848
AT2G01755.2	621	425.728	57.1159	29.7403
AT5G25770.2	1588	1392.73	57.0969	9.08797
AT5G25770.1	1831	1635.73	45.0173	6.10084
AT5G25770.3	1597	1401.73	68.8858	10.894
AT1G56610.3	2170	1974.73	2.80645e-07	3.15044e-08
AT1G56610.2	2161	1965.73	71	8.00675
AT1G56610.1	2425	2229.73	0	0
AT4G09649.1	138	12.9511	0	0
AT2G03210.2	1900	1704.73	0	0
AT2G03210.3	1809	1613.73	0	0
AT2G03210.1	1620	1424.73	1	0.155593
AT3G45990.1	402	209.533	0	0
AT5G51470.2	1745	1549.73	2	0.286085
AT5G51470.1	2031	1835.73	0	0
AT3G46350.1	1335	1139.73	0	0
AT5G64170.1	2537	2341.73	71.0273	6.72373
AT5G64170.2	2667	2471.73	15.1668	1.36024
AT5G64170.3	2575	2379.73	0	0
AT3G24850.1	1080	884.728	0	0
AT2G27630.1	4276	4080.73	0	0
AT4G01590.2	1045	849.728	25.0329	6.53059
AT4G01590.3	979	783.728	55.9874	15.836
AT4G01590.1	1067	871.728	66.9797	17.0327
AT5G35970.1	3475	3279.73	110	7.43492
AT2G31390.1	1466	1270.73	270	47.1012
AT4G14315.1	495	300.315	0	0
AT2G14635.1	371	180.248	0	0
AT1G53460.1	1519	1323.73	76	12.7273
AT5G52240.2	789	593.728	0	0
AT5G52240.1	1129	933.728	799	189.691
AT2G23250.1	1317	1121.73	0	0
AT3G62270.1	2948	2752.73	150	12.0795
AT2G04400.1	1428	1232.73	178	32.0091
AT1G76420.1	1438	1242.73	3	0.535139
AT2G29150.1	807	611.728	0	0
AT5G58090.1	1929	1733.73	323	41.2993
AT5G06950.3	1643	1447.73	0.11786	0.0180468
AT5G06950.5	2031	1835.73	0	0
AT5G06950.1	1867	1671.73	20.583	2.72938
AT5G06950.4	1558	1362.73	18.1948	2.95978
AT5G06950.2	1624	1428.73	4.10428	0.636808
AT4G35350.2	1340	1144.73	0	0
AT4G35350.1	1317	1121.73	72	14.2287
AT4G04930.1	1409	1213.73	0	0
AT2G37900.2	2425	2229.73	0	0
AT2G37900.1	2299	2103.73	4	0.421494
AT5G19875.1	1098	902.728	30	7.36691
AT1G19350.3	1465	1269.73	24.4859	4.2749
AT1G19350.4	1502	1306.73	168.767	28.6302
AT1G19350.6	1304	1108.73	588.996	117.763
AT1G19350.1	2202	2006.73	214.393	23.6833
AT1G19350.5	1468	1272.73	0	0
AT3G06710.1	1631	1435.73	2	0.308801
AT4G29190.1	1533	1337.73	214	35.4623
AT1G68220.1	1007	811.728	149	40.6909
AT2G33060.1	2779	2583.73	40	3.4319
AT4G17080.1	2214	2018.73	195	21.413
AT4G15700.1	767	571.728	4	1.55093
AT1G28327.1	1267	1071.73	0	0
AT3G56900.1	1692	1496.73	57	8.44215
AT3G25200.1	507	312.194	0	0
AT1G15825.1	536	340.998	13	8.45109
AT3G49307.1	538	342.998	0	0
ATMG00500.1	426	232.584	0.94537	0.901038
AT4G12680.1	1910	1714.73	45	5.81753
AT2G19540.1	1653	1457.73	376	57.1785
AT2G40190.1	1784	1588.73	85	11.8602
AT1G59830.1	1462	1266.73	201.775	35.3106
AT1G59830.2	1357	1161.73	12.2247	2.33268
AT1G67325.2	1734	1538.73	93.3144	13.4434
AT1G67325.1	1261	1065.73	123.686	25.7273
AT5G64310.1	946	750.728	188	55.5132
AT5G24280.3	4846	4650.73	27	1.28696
AT5G24280.1	4826	4630.73	0	0
AT5G24280.2	5050	4854.73	0	0
AT3G06360.1	817	621.728	11	3.92205
AT5G53770.1	1903	1707.73	75	9.73562
AT3G25719.1	237	66.9552	0	0
AT3G07230.1	636	440.728	434	218.293
AT3G21352.1	582	386.888	14	8.02165
AT2G32835.1	288	106.669	0	0
AT5G50345.1	391	199.029	0	0
AT3G02610.1	1236	1040.73	0	0
AT3G02610.2	1444	1248.73	4	0.71009
AT4G31354.2	421	227.746	0	0
AT4G31354.1	547	351.998	10	6.29768
AT4G31354.3	331	143.727	0	0
AT3G18270.1	1846	1650.73	73	9.80321
AT4G35680.1	1006	810.728	0	0
AT2G28490.1	1780	1584.73	0	0
AT1G54215.1	853	657.728	3	1.0111
AT3G24200.2	2212	2016.73	0	0
AT3G24200.1	1892	1696.73	130	16.9845
AT5G46680.1	1770	1574.73	6	0.844631
AT1G13080.2	1615	1419.73	23.4635	3.66361
AT1G13080.1	1908	1712.73	17.5365	2.26973
AT3G49630.3	1392	1196.73	0	0
